,unique.plot,leaf.type,site,species,Site.Sample.Order,Field.Location,full.id,site.rep,OVT.Variety,variety.rep,OVT.Var.Entry,plot.rep,OVT.plot,Lat.N,Lon.W,plantHt,temp,humid,leaftemp.diff,soilmoist,NPQt,Phi2,PhiNO,PhiNPQ,PAR,Chla,leafthick,Yield,Test.Weight,Ear.Height,Soil.Type,Soil.Texture,CEC,HM_perc,pH,P.soil,K.soil,Ca.soil,Mg.soil,Mn.soil,Zn.soil,Cu.soil,Sample_Date,Elev,Precip_90day,LT_90day,HT_90day,MAP,MLT,MHT,LAI.ratio.type,LAI.mean,LAI.sd,LAI.reps,LAI.CV,Notes
110,20,flag,LENVT,WHT,8,"right6, up11",20-LENVT-WHT-V3-P3,2,NC14-22588,3,15,3,326,35.37677,-77.55997,67.3,37.16,36.41,-2.67,7.23,2.84,0.32,0.19,0.49,903.27,43.57,NA,67.2003729,58.7,NA,Lynchburg sandy loam,Sandy Loam,5.6,0.76,5.9,90,148.58,63840,10895.36,12.96,7.56,0.74,4/30/2019,21,281.13,-4.2,30.5,1233.56,10.4,22.8,no external sensor,3.489207308,0.366705347,4,10.50970362,; Late season infection of Leaf Rust and Septoria Nodorum blotch after samples were pulled.  Average yielding location
116,21,flag,LENVT,WHT,9,"right7, up11",21-LENVT-WHT-V1-P3,2,Hilliard,1,12,3,327,35.37675,-77.55998,74.3,36.71,37.19,-2.63,7.95,1.09,0.44,0.27,0.29,523.68,44.76,NA,77.2549945,59.6,NA,Lynchburg sandy loam,Sandy Loam,5.6,0.76,5.9,90,148.58,63840,10895.36,12.96,7.56,0.74,4/30/2019,21,281.13,-4.2,30.5,1233.56,10.4,22.8,no external sensor,3.968026578,0.424790219,4,10.70532697,; Late season infection of Leaf Rust and Septoria Nodorum blotch after samples were pulled.  Average yielding location
127,22,flag,LENVT,WHT,10,"right1, up15",22-LENVT-WHT-V1-P4,2,Hilliard,1,12,4,421,35.37677,-77.55956,72.8,37.16,36.38,-2.41,6.83,1.23,0.37,0.29,0.34,681.34,42.74,NA,73.52968287,59.2,NA,Lynchburg sandy loam,Sandy Loam,5.6,0.76,5.9,90,148.58,63840,10895.36,12.96,7.56,0.74,4/30/2019,21,281.13,-4.2,30.5,1233.56,10.4,22.8,no external sensor,4.149252649,0.353704141,4,8.524526485,; Late season infection of Leaf Rust and Septoria Nodorum blotch after samples were pulled.  Average yielding location
138,23,flag,LENVT,WHT,11,"right 2, up16",23-LENVT-WHT-V3-P4,2,NC14-22588,3,15,4,439,35.37673,-77.55947,62.3,36.06,38.53,-1.7,7.6,1.51,0.33,0.28,0.39,715.39,47.11,NA,71.74914479,59.9,NA,Lynchburg sandy loam,Sandy Loam,5.6,0.76,5.9,90,148.58,63840,10895.36,12.96,7.56,0.74,4/30/2019,21,281.13,-4.2,30.5,1233.56,10.4,22.8,no external sensor,3.744967756,0.45798342,4,12.2293021,; Late season infection of Leaf Rust and Septoria Nodorum blotch after samples were pulled.  Average yielding location
149,24,flag,LENVT,WHT,12,"right10, up16",24-LENVT-WHT-V2-P4,2,NC11363-25,2,13,4,431,35.37659,-77.55953,58.5,35.98,39.26,-2.4,7.13,1.48,0.34,0.28,0.38,705.45,45.41,NA,61.58212328,61,NA,Lynchburg sandy loam,Sandy Loam,5.6,0.76,5.9,90,148.58,63840,10895.36,12.96,7.56,0.74,4/30/2019,21,281.13,-4.2,30.5,1233.56,10.4,22.8,no external sensor,3.525241754,0.651101907,4,18.46970937,; Late season infection of Leaf Rust and Septoria Nodorum blotch after samples were pulled.  Average yielding location
151,25,flag,PASVT,WHT,1,"right9, up2",25-PASVT-WHT-V1-P1,3,Hilliard,1,12,1,112,36.32327,-76.33795,63.3,32.96,43.17,-2.06,9.95,1.56,0.22,0.33,0.45,1846.32,33.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/10/2019,5,330.07,-5.5,30.8,1228.22,9.9,21.5,no external sensor,5.202609723,0.259854381,4,4.994692956,"no harvest due to weed pressure; Heavy weed pressure, site not harvested"
152,26,flag,PASVT,WHT,2,"right8, up2",26-PASVT-WHT-V2-P1,3,NC11363-25,2,13,1,113,36.32327,-76.33793,59.5,33.34,42.58,-2.17,12.88,0.95,0.29,0.42,0.3,1128.58,30.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/10/2019,5,330.07,-5.5,30.8,1228.22,9.9,21.5,no external sensor,4.762347775,0.866489793,4,18.19459296,"no harvest due to weed pressure; Heavy weed pressure, site not harvested"
153,27,flag,PASVT,WHT,3,"right6, up2",27-PASVT-WHT-V3-P1,3,NC14-22588,3,15,1,115,36.32327,-76.33788,63.3,32.71,42.22,-1.97,12.05,1.15,0.21,0.38,0.41,2022.28,27.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/10/2019,5,330.07,-5.5,30.8,1228.22,9.9,21.5,no external sensor,4.275469368,0.417351076,4,9.761526507,"no harvest due to weed pressure; Heavy weed pressure, site not harvested"
154,28,flag,PASVT,WHT,4,"right6, up7",28-PASVT-WHT-V1-P2,3,Hilliard,1,12,2,226,36.32285,-76.33784,66.3,33.82,40.07,-2.59,11.05,1.94,0.34,0.24,0.43,1327.11,32.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/10/2019,5,330.07,-5.5,30.8,1228.22,9.9,21.5,no external sensor,3.818804925,0.428464373,4,11.21985493,"no harvest due to weed pressure; Heavy weed pressure, site not harvested"
155,29,flag,PASVT,WHT,5,"right4, up8",29-PASVT-WHT-V2-P2,3,NC11363-25,2,13,2,237,36.32277,-76.33779,58.8,34.66,39.42,-2.53,11.93,1.71,0.29,0.28,0.42,1403.78,20.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/10/2019,5,330.07,-5.5,30.8,1228.22,9.9,21.5,no external sensor,4.462666258,0.804752339,4,18.03299401,"no harvest due to weed pressure; Heavy weed pressure, site not harvested"
156,30,flag,PASVT,WHT,6,"right8, up8",30-PASVT-WHT-V3-P2,3,NC14-22588,3,15,2,233,36.32277,-76.33788,57.5,34.75,40.51,-2.14,11.6,2.75,0.2,0.22,0.58,2455.62,28.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/10/2019,5,330.07,-5.5,30.8,1228.22,9.9,21.5,no external sensor,3.00586689,0.819115157,4,27.25054658,"no harvest due to weed pressure; Heavy weed pressure, site not harvested"
157,31,flag,PASVT,WHT,7,"right2, up9",31-PASVT-WHT-V2-P3,3,NC11363-25,2,13,3,302,36.3227,-76.33774,60.3,34.5,38.48,-3.27,11.12,1.85,0.37,0.22,0.4,1092.53,29.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/10/2019,5,330.07,-5.5,30.8,1228.22,9.9,21.5,no external sensor,4.098043901,1.133665613,4,27.66357904,"no harvest due to weed pressure; Heavy weed pressure, site not harvested"
158,32,flag,PASVT,WHT,8,"right5, up9",32-PASVT-WHT-V1-P3,3,Hilliard,1,12,3,305,36.32269,-76.33781,66.8,34.64,40.11,-2.4,11.35,0.86,0.24,0.42,0.34,1401.83,33.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/10/2019,5,330.07,-5.5,30.8,1228.22,9.9,21.5,no external sensor,4.348084757,1.064168191,4,24.4744123,"no harvest due to weed pressure; Heavy weed pressure, site not harvested"
159,33,flag,PASVT,WHT,9,"right5, up10",33-PASVT-WHT-V3-P3,3,NC14-22588,3,15,3,316,36.32261,-76.3378,60.5,35.25,42.36,-1.96,12.55,1.54,0.22,0.33,0.45,2132.05,39.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/10/2019,5,330.07,-5.5,30.8,1228.22,9.9,21.5,no external sensor,5.668799064,0.684410997,4,12.07329788,"no harvest due to weed pressure; Heavy weed pressure, site not harvested"
160,34,flag,PASVT,WHT,10,"right2, up14",34-PASVT-WHT-V2-P4,3,NC11363-25,2,13,4,419,36.32229,-76.3377,53,36.56,36.6,-2.87,12.77,0.9,0.27,0.41,0.32,1637.61,35.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/10/2019,5,330.07,-5.5,30.8,1228.22,9.9,21.5,no external sensor,4.235005985,0.232649847,4,5.493495106,"no harvest due to weed pressure; Heavy weed pressure, site not harvested"
161,35,flag,PASVT,WHT,11,"right5, up14",35-PASVT-WHT-V3-P4,3,NC14-22588,3,15,4,416,36.32228,-76.33777,56.3,37.32,35.55,-2.69,11.9,1.83,0.19,0.34,0.47,2095.17,37.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/10/2019,5,330.07,-5.5,30.8,1228.22,9.9,21.5,no external sensor,4.551562432,0.871568153,4,19.1487685,"no harvest due to weed pressure; Heavy weed pressure, site not harvested"
162,36,flag,PASVT,WHT,12,"right7, up15",36-PASVT-WHT-V1-P4,3,Hilliard,1,12,4,427,36.3222,-76.33781,57,37.45,33.04,-2.59,9.68,1.82,0.24,0.28,0.48,2050.43,30.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/10/2019,5,330.07,-5.5,30.8,1228.22,9.9,21.5,no external sensor,4.700474595,1.028306289,4,21.87664817,"no harvest due to weed pressure; heavily invaded plot; Heavy weed pressure, site not harvested"
163,37,flag,ROWVT,WHT,1,"right8, up2",37-ROWVT-WHT-V2-P1,4,NC11363-25,2,13,1,113,35.69673,-80.62344,53.8,33.66,48.73,0.33,21.53,0.87,0.37,0.34,0.28,972.93,53.09,NA,56.7,57.4,NA,Lloyd clay loam,Clay Loam,8,0.18,6,88.8,99.705,84800,24320,436.8,5.68,4.76,5/8/2019,220,351.29,-5,29.6,1079.74,8.5,21.6,4 individual measures,3.540493573,0.267032098,4,7.542228023,"; Planted late, extreme water stress (too much water) early in season with delayed emergence.  No disease pressure late in season"
164,38,flag,ROWVT,WHT,2,"right9, up2",38-ROWVT-WHT-V1-P1,4,Hilliard,1,12,1,112,35.69675,-80.62342,56.8,34.09,44.27,-2.63,18.2,0.67,0.32,0.42,0.26,917.21,37.34,NA,57.2,55.6,NA,Lloyd clay loam,Clay Loam,8,0.18,6,88.8,99.705,84800,24320,436.8,5.68,4.76,5/8/2019,220,351.29,-5,29.6,1079.74,8.5,21.6,4 individual measures,3.368692676,0.228785099,4,6.791509963,"; Planted late, extreme water stress (too much water) early in season with delayed emergence.  No disease pressure late in season"
165,39,flag,ROWVT,WHT,3,"right6, up2",39-ROWVT-WHT-V3-P1,4,NC14-22588,3,15,1,115,35.6967,-80.62341,62,33.99,44.42,-3.94,21.2,0.8,0.26,0.44,0.31,1791.37,44.72,NA,60.1,56.6,NA,Lloyd clay loam,Clay Loam,8,0.18,6,88.8,99.705,84800,24320,436.8,5.68,4.76,5/8/2019,220,351.29,-5,29.6,1079.74,8.5,21.6,4 individual measures,3.415516829,0.557482274,4,16.32204734,"; Planted late, extreme water stress (too much water) early in season with delayed emergence.  No disease pressure late in season"
166,40,flag,ROWVT,WHT,4,"right7, up6",40-ROWVT-WHT-V3-P2,4,NC14-22588,3,15,2,214,35.69662,-80.6238,46.5,34.91,43.49,-3.3,22.85,0.82,0.15,0.48,0.37,2989.34,56.82,NA,NA,NA,NA,Lloyd clay loam,Clay Loam,8,0.18,6,88.8,99.705,84800,24320,436.8,5.68,4.76,5/8/2019,220,351.29,-5,29.6,1079.74,8.5,21.6,4 individual measures,1.911019498,0.800004954,4,41.86273114,"plot had many empty spaces/gaps between plants; Planted late, extreme water stress (too much water) early in season with delayed emergence.  No disease pressure late in season"
167,41,flag,ROWVT,WHT,5,"right6, up7",41-ROWVT-WHT-V2-P2,4,NC11363-25,2,13,2,226,35.69657,-80.62389,49.3,36.1,42.76,-2.77,20.88,1.39,0.26,0.35,0.4,1932.3,53.43,NA,53.9,57.4,NA,Lloyd clay loam,Clay Loam,8,0.18,6,88.8,99.705,84800,24320,436.8,5.68,4.76,5/8/2019,220,351.29,-5,29.6,1079.74,8.5,21.6,4 individual measures,3.215497865,0.659264822,4,20.50272927,"; Planted late, extreme water stress (too much water) early in season with delayed emergence.  No disease pressure late in season"
168,42,flag,ROWVT,WHT,6,"right9, up7",42-ROWVT-WHT-V1-P2,4,Hilliard,1,12,2,229,35.69662,-80.62392,55.5,36.41,40.21,-3.45,20.1,1.01,0.24,0.39,0.37,1716.09,44.55,NA,55.4,55.5,NA,Lloyd clay loam,Clay Loam,8,0.18,6,88.8,99.705,84800,24320,436.8,5.68,4.76,5/8/2019,220,351.29,-5,29.6,1079.74,8.5,21.6,4 individual measures,3.052655679,0.605464474,4,19.83402445,"; Planted late, extreme water stress (too much water) early in season with delayed emergence.  No disease pressure late in season"
169,43,flag,ROWVT,WHT,7,"right1, up10",43-ROWVT-WHT-V1-P3,4,Hilliard,1,12,3,320,35.6964,-80.62414,82.5,37.79,37.66,-3.91,22.18,1.19,0.26,0.35,0.39,1861.18,50.13,NA,67.9,57.1,NA,Lloyd clay loam,Clay Loam,8,0.18,6,88.8,99.705,84800,24320,436.8,5.68,4.76,5/8/2019,220,351.29,-5,29.6,1079.74,8.5,21.6,4 individual measures,3.280517288,0.600779804,4,18.31356921,"; Planted late, extreme water stress (too much water) early in season with delayed emergence.  No disease pressure late in season"
170,44,flag,ROWVT,WHT,8,"right6, up10",44-ROWVT-WHT-V3-P3,4,NC14-22588,3,15,3,315,35.69648,-80.62418,77.5,39.37,35.98,-3.94,18.95,2.18,0.21,0.27,0.53,2333.41,48.77,NA,59.9,56.7,NA,Lloyd clay loam,Clay Loam,8,0.18,6,88.8,99.705,84800,24320,436.8,5.68,4.76,5/8/2019,220,351.29,-5,29.6,1079.74,8.5,21.6,4 individual measures,3.350929536,0.428240339,4,12.77974767,"; Planted late, extreme water stress (too much water) early in season with delayed emergence.  No disease pressure late in season"
171,45,flag,ROWVT,WHT,9,"right7, up10",45-ROWVT-WHT-V2-P3,4,NC11363-25,2,13,3,314,35.69649,-80.62418,68.5,39.27,34.61,-4.54,15.03,1.15,0.41,0.29,0.31,796.37,48.77,NA,55.7,57.3,NA,Lloyd clay loam,Clay Loam,8,0.18,6,88.8,99.705,84800,24320,436.8,5.68,4.76,5/8/2019,220,351.29,-5,29.6,1079.74,8.5,21.6,4 individual measures,2.950876337,0.389032102,4,13.18361252,"; Planted late, extreme water stress (too much water) early in season with delayed emergence.  No disease pressure late in season"
172,46,flag,ROWVT,WHT,10,"right4, up13",46-ROWVT-WHT-V2-P4,4,NC11363-25,2,13,4,404,35.69636,-80.62445,81.5,40.19,34.15,-4.63,17.53,2.42,0.17,0.27,0.55,2944.67,50.2,NA,74.1,57.3,NA,Lloyd clay loam,Clay Loam,8,0.18,6,88.8,99.705,84800,24320,436.8,5.68,4.76,5/8/2019,220,351.29,-5,29.6,1079.74,8.5,21.6,4 individual measures,4.608033039,0.421072441,4,9.137791276,"; Planted late, extreme water stress (too much water) early in season with delayed emergence.  No disease pressure late in season"
173,47,flag,ROWVT,WHT,11,"right1, up14",47-ROWVT-WHT-V1-P4,4,Hilliard,1,12,4,420,35.69628,-80.62453,87,40.68,32.59,-4.33,19.08,3.79,0.23,0.16,0.61,2338.59,42.24,NA,78,56.4,NA,Lloyd clay loam,Clay Loam,8,0.18,6,88.8,99.705,84800,24320,436.8,5.68,4.76,5/8/2019,220,351.29,-5,29.6,1079.74,8.5,21.6,4 individual measures,4.077059742,0.778526132,4,19.09528389,"; Planted late, extreme water stress (too much water) early in season with delayed emergence.  No disease pressure late in season"
174,48,flag,ROWVT,WHT,12,"right9, up15",48-ROWVT-WHT-V3-P4,4,NC14-22588,3,15,4,429,35.69639,-80.62467,83.8,40.35,30.52,-5.26,20.1,1.05,0.39,0.32,0.29,652.11,53.51,NA,69.2,56.2,NA,Lloyd clay loam,Clay Loam,8,0.18,6,88.8,99.705,84800,24320,436.8,5.68,4.76,5/8/2019,220,351.29,-5,29.6,1079.74,8.5,21.6,4 individual measures,4.18626762,0.195531304,4,4.670778883,"; Planted late, extreme water stress (too much water) early in season with delayed emergence.  No disease pressure late in season"
175,49,flag,UNIVT,WHT,1,"right6, up2",49-UNIVT-WHT-V3-P1,5,NC14-22588,3,15,1,115,35.1388,-80.37552,77,36.99,36.97,-2.86,19.78,2.46,0.12,0.33,0.55,3411.37,56.89,NA,121.6,57.6,NA,Badin channery silt loam,Silt Loam,22,0.97,6.9,711.6,301.07,378400,18726.4,51.36,28.92,3.36,5/6/2019,161,299.6,-3.3,30.7,1148.29,9.8,22.5,no external sensor,8.755398812,1.24010002,4,14.16383247,; Fusarium Head Scab infection late in season
176,50,flag,UNIVT,WHT,2,"right8, up2",50-UNIVT-WHT-V2-P1,5,NC11363-25,2,13,1,113,35.13878,-80.37548,68.5,34.79,43.61,-1.87,17.5,0.65,0.25,0.45,0.29,2036.58,56.6,NA,86.9,54.8,NA,Badin channery silt loam,Silt Loam,22,0.97,6.9,711.6,301.07,378400,18726.4,51.36,28.92,3.36,5/6/2019,161,299.6,-3.3,30.7,1148.29,9.8,22.5,no external sensor,9.491197773,0.804952014,4,8.481037203,; Fusarium Head Scab infection late in season
177,51,flag,UNIVT,WHT,3,"right9, up2",51-UNIVT-WHT-V1-P1,5,Hilliard,1,12,1,112,35.13878,-80.37546,73.3,35.28,43.03,-1.55,18.27,2.14,0.14,0.3,0.57,3642.09,51.86,NA,104.6,58.2,NA,Badin channery silt loam,Silt Loam,22,0.97,6.9,711.6,301.07,378400,18726.4,51.36,28.92,3.36,5/6/2019,161,299.6,-3.3,30.7,1148.29,9.8,22.5,no external sensor,9.812647362,0.654513269,4,6.670098753,; Fusarium Head Scab infection late in season
178,52,flag,UNIVT,WHT,4,"right3, up7",52-UNIVT-WHT-V2-P2,5,NC11363-25,2,13,2,223,35.13917,-80.37527,69,37.52,38.88,-1.8,20.57,2.25,0.12,0.3,0.59,3817.36,51.11,NA,77.4,58.4,NA,Badin channery silt loam,Silt Loam,22,0.97,6.9,711.6,301.07,378400,18726.4,51.36,28.92,3.36,5/6/2019,161,299.6,-3.3,30.7,1148.29,9.8,22.5,no external sensor,7.728953378,0.933067184,4,12.07236139,; Fusarium Head Scab infection late in season
179,53,flag,UNIVT,WHT,5,"right5, up7",53-UNIVT-WHT-V3-P2,5,NC14-22588,3,15,2,225,35.13915,-80.37523,67.5,37.35,37.49,-2.2,17.83,1.33,0.12,0.41,0.47,3500.32,54.98,NA,87.5,58.8,NA,Badin channery silt loam,Silt Loam,22,0.97,6.9,711.6,301.07,378400,18726.4,51.36,28.92,3.36,5/6/2019,161,299.6,-3.3,30.7,1148.29,9.8,22.5,no external sensor,8.094214698,0.071511515,4,0.883489229,; Fusarium Head Scab infection late in season
180,54,flag,UNIVT,WHT,6,"right4, up8",54-UNIVT-WHT-V1-P2,5,Hilliard,1,12,2,237,35.13923,-80.37519,72.8,37.45,35.09,-3.48,17.13,1.8,0.38,0.23,0.39,1086.68,54.14,NA,102.9,55.1,NA,Badin channery silt loam,Silt Loam,22,0.97,6.9,711.6,301.07,378400,18726.4,51.36,28.92,3.36,5/6/2019,161,299.6,-3.3,30.7,1148.29,9.8,22.5,no external sensor,5.966793684,1.172390048,4,19.64857695,; Fusarium Head Scab infection late in season
181,55,flag,UNIVT,WHT,7,"right6, up9",55-UNIVT-WHT-V2-P3,5,NC11363-25,2,13,3,306,35.13927,-80.3751,64.8,36.74,38.33,-3.61,16.6,1.59,0.32,0.27,0.41,1078.51,38.29,NA,98.7,57.3,NA,Badin channery silt loam,Silt Loam,22,0.97,6.9,711.6,301.07,378400,18726.4,51.36,28.92,3.36,5/6/2019,161,299.6,-3.3,30.7,1148.29,9.8,22.5,no external sensor,7.847156155,1.231322061,4,15.69131589,; Fusarium Head Scab infection late in season
182,56,flag,UNIVT,WHT,8,"right6, up11",56-UNIVT-WHT-V1-P3,5,Hilliard,1,12,3,326,35.13941,-80.37496,74.8,36.55,35.96,-3.96,15.97,1.46,0.14,0.37,0.49,3680.18,49.68,NA,112.8,58.4,NA,Badin channery silt loam,Silt Loam,22,0.97,6.9,711.6,301.07,378400,18726.4,51.36,28.92,3.36,5/6/2019,161,299.6,-3.3,30.7,1148.29,9.8,22.5,no external sensor,6.44530436,0.538791509,4,8.359442454,; Fusarium Head Scab infection late in season
183,57,flag,UNIVT,WHT,9,"right7, up12",57-UNIVT-WHT-V3-P3,5,NC14-22588,3,15,3,334,35.13946,-80.37489,68.5,37.36,37.59,-2.67,15.27,0.9,0.11,0.48,0.41,3649.11,55.22,NA,113.5,56.3,NA,Badin channery silt loam,Silt Loam,22,0.97,6.9,711.6,301.07,378400,18726.4,51.36,28.92,3.36,5/6/2019,161,299.6,-3.3,30.7,1148.29,9.8,22.5,no external sensor,6.952640225,0.56234517,4,8.088224784,; Fusarium Head Scab infection late in season
184,58,flag,UNIVT,WHT,10,"right1, up13",58-UNIVT-WHT-V2-P4,5,NC11363-25,2,13,4,401,35.13958,-80.37494,65,37.79,36.25,-2.42,19.43,1.88,0.2,0.3,0.51,2760.02,49.98,NA,89.2,57.2,NA,Badin channery silt loam,Silt Loam,22,0.97,6.9,711.6,301.07,378400,18726.4,51.36,28.92,3.36,5/6/2019,161,299.6,-3.3,30.7,1148.29,9.8,22.5,no external sensor,6.843196417,0.461617972,4,6.745648436,; Fusarium Head Scab infection late in season
185,59,flag,UNIVT,WHT,11,"right6, up14",59-UNIVT-WHT-V3-P4,5,NC14-22588,3,15,4,415,35.1396,-80.3748,66.8,37.83,34.72,-3.42,17.57,1.1,0.27,0.35,0.38,1838.8,50.75,NA,122.3,59,NA,Badin channery silt loam,Silt Loam,22,0.97,6.9,711.6,301.07,378400,18726.4,51.36,28.92,3.36,5/6/2019,161,299.6,-3.3,30.7,1148.29,9.8,22.5,no external sensor,6.594408373,0.384911296,4,5.836934485,; Fusarium Head Scab infection late in season
186,60,flag,UNIVT,WHT,12,"right10, up15",60-UNIVT-WHT-V1-P4,5,Hilliard,1,12,4,430,35.13963,-80.37468,72.8,37.15,35.26,-4.19,18.3,1.76,0.2,0.3,0.5,2751.35,51.52,NA,123.1,55.2,NA,Badin channery silt loam,Silt Loam,22,0.97,6.9,711.6,301.07,378400,18726.4,51.36,28.92,3.36,5/6/2019,161,299.6,-3.3,30.7,1148.29,9.8,22.5,no external sensor,6.236598532,0.213236124,4,3.419109357,; Fusarium Head Scab infection late in season
